,afc,,,,,
7091,696,,,,,
7092,615,,,,,
7093,813,,,,,
7094,729,,,,,
7095,642,,,,,
7096,732,,,,,
7097,645,,,,,
7098,720,,,,,
7099,705,,,,,
7100,735,,,,,
7101,615,,,,,
7102,729,,,,,
7103,675,,,,,
7104,666,,,,,
7105,735,,,,,
7106,705,,,,,
7107,849,,,,,
7108,795,,,,,
7109,765,,,,,
7110,675,,,,,
7111,609,,,,,
7112,600,,,,,
7113,615,,,,,
7114,633,,,,,
7115,660,,,,,
7116,609,,,,,
7117,735,,,,,
7118,789,,,,,
7119,759,,,,,
7120,600,,,,,
7121,663,,,,,
7122,660,,,,,
7123,735,,,,,
7124,753,,,,,
7125,762,,,,,
7126,669,,,,,
7127,705,,,,,
7128,600,,,,,
7129,780,,,,,
7130,666,,,,,
7131,693,,,,,
7132,732,,,,,
7133,636,,,,,
7134,642,,,,,
7135,630,,,,,
7136,675,,,,,
7137,669,,,,,
7138,600,,,,,
7139,765,,,,,
7140,735,,,,,
7141,786,,,,,
7142,663,,,,,
7143,645,,,,,
7144,852,,,,,
7145,606,,,,,
7146,603,,,,,
7147,699,,,,,
7148,693,,,,,
7149,750,,,,,
7150,702,,,,,
7151,660,,,,,
7152,780,,,,,
7153,603,,,,,
7154,723,,,,,
7155,759,,,,,
7156,630,,,,,
7157,615,,,,,
7158,612,,,,,
7159,612,,,,,
7160,816,,,,,
7161,615,,,,,
7162,675,,,,,
7163,600,,,,,
7164,699,,,,,
7165,600,,,,,
7166,765,,,,,
7167,675,,,,,
7168,702,,,,,
7169,690,,,,,
7170,672,,,,,
7171,753,,,,,
7172,612,,,,,
7173,642,,,,,
7174,849,,,,,
7175,630,,,,,
7176,852,,,,,
7177,636,,,,,
7178,639,,,,,
7179,735,,,,,
7180,663,,,,,
7181,612,,,,,
7182,630,,,,,
7183,705,,,,,
7184,675,,,,,
7185,642,,,,,
7186,765,,,,,
7187,675,,,,,
7188,705,,,,,
7189,615,,,,,
7190,642,,,,,
7191,636,,,,,
7192,705,,,,,
7193,600,,,,,
7194,660,,,,,
7195,600,,,,,
7196,603,,,,,
7197,630,,,,,
7198,663,,,,,
7199,615,,,,,
7200,645,,,,,
7201,765,,,,,
7202,762,,,,,
7203,645,,,,,
7204,855,,,,,
7205,765,,,,,
7206,609,,,,,
7207,669,,,,,
7208,630,,,,,
7209,630,,,,,
7210,609,,,,,
7211,735,,,,,
7212,732,,,,,
7213,765,,,,,
7214,810,,,,,
7215,765,,,,,
7216,663,,,,,
7217,783,,,,,
7218,663,,,,,
7219,603,,,,,
7220,642,,,,,
7221,765,,,,,
7222,606,,,,,
7223,639,,,,,
7224,735,,,,,
7225,699,,,,,
7226,672,,,,,
7227,675,,,,,
7228,669,,,,,
7229,633,,,,,
7230,693,,,,,
7231,645,,,,,
7232,705,,,,,
7233,633,,,,,
7234,675,,,,,
7235,660,,,,,
7236,603,,,,,
7237,639,,,,,
7238,753,,,,,
7239,879,,,,,
7240,693,,,,,
7241,765,,,,,
7242,633,,,,,
7243,672,,,,,
7244,765,,,,,
7245,645,,,,,
7246,615,,,,,
7247,606,,,,,
7248,603,,,,,
7249,660,,,,,
7250,660,,,,,
7251,693,,,,,
7252,606,,,,,
7253,612,,,,,
7254,666,,,,,
7255,735,,,,,
7256,636,,,,,
7257,759,,,,,
7258,702,,,,,
7259,753,,,,,
7260,630,,,,,
7261,612,,,,,
7262,603,,,,,
7263,765,,,,,
7264,855,,,,,
7265,693,,,,,
7266,765,,,,,
7267,606,,,,,
7268,642,,,,,
7269,723,,,,,
7270,675,,,,,
7271,735,,,,,
7272,639,,,,,
7273,732,,,,,
7274,615,,,,,
7275,753,,,,,
7276,693,,,,,
7277,645,,,,,
7278,705,,,,,
7279,762,,,,,
7280,603,,,,,
7281,663,,,,,
7282,660,,,,,
7283,600,,,,,
7284,792,,,,,
7285,762,,,,,
7286,633,,,,,
7287,735,,,,,
7288,762,,,,,
7289,600,,,,,
7290,663,,,,,
7291,735,,,,,
7292,639,,,,,
7293,600,,,,,
7294,672,,,,,
7295,615,,,,,
7296,606,,,,,
7297,672,,,,,
7298,690,,,,,
7299,702,,,,,
7300,609,,,,,
7301,603,,,,,
7302,603,,,,,
7303,756,,,,,
7304,690,,,,,
7305,672,,,,,
7306,672,,,,,
7307,702,,,,,
7308,705,,,,,
7309,855,,,,,
7310,612,,,,,
7311,606,,,,,
7312,630,,,,,
7313,726,,,,,
7314,759,,,,,
7315,723,,,,,
7316,756,,,,,
7317,783,,,,,
7318,762,,,,,
7319,759,,,,,
7320,612,,,,,
7321,672,,,,,
7322,606,,,,,
7323,753,,,,,
7324,726,,,,,
7325,750,,,,,
7326,615,,,,,
7327,633,,,,,
7328,612,,,,,
7329,639,,,,,
7330,735,,,,,
7331,600,,,,,
7332,672,,,,,
7333,699,,,,,
7334,633,,,,,
7335,633,,,,,
7336,672,,,,,
7337,792,,,,,
7338,750,,,,,
7339,669,,,,,
7340,855,,,,,
7341,702,,,,,
7342,663,,,,,
7343,642,,,,,
7344,702,,,,,
7345,606,,,,,
7346,696,,,,,
7347,603,,,,,
7348,762,,,,,
7349,726,,,,,
7350,639,,,,,
7351,702,,,,,
7352,606,,,,,
7353,672,,,,,
7354,636,,,,,
7355,723,,,,,
7356,693,,,,,
7357,612,,,,,
7358,603,,,,,
7359,723,,,,,
7360,630,,,,,
7361,732,,,,,
7362,735,,,,,
7363,639,,,,,
7364,729,,,,,
7365,645,,,,,
7366,729,,,,,
7367,672,,,,,
7368,675,,,,,
7369,642,,,,,
7370,810,,,,,
7371,705,,,,,
7372,726,,,,,
7373,672,,,,,
7374,600,,,,,
7375,732,,,,,
7376,750,,,,,
7377,723,,,,,
7378,735,,,,,
7379,636,,,,,
7380,615,,,,,
7381,735,,,,,
7382,789,,,,,
7383,600,,,,,
7384,690,,,,,
7385,615,,,,,
7386,633,,,,,
7387,639,,,,,
7388,639,,,,,
7389,762,,,,,
7390,729,,,,,
7391,630,,,,,
7392,759,,,,,
7393,765,,,,,
7394,792,,,,,
7395,765,,,,,
7396,603,,,,,
7397,705,,,,,
7398,603,,,,,
7399,603,,,,,
7400,615,,,,,
7401,885,,,,,
7402,753,,,,,
7403,660,,,,,
7404,729,,,,,
7405,666,,,,,
7406,645,,,,,
7407,612,,,,,
7408,675,,,,,
7409,666,,,,,
7410,663,,,,,
7411,639,,,,,
7412,672,,,,,
7413,723,,,,,
7414,819,,,,,
7415,675,,,,,
7416,606,,,,,
7417,705,,,,,
7418,672,,,,,
7419,609,,,,,
7420,813,,,,,
7421,645,,,,,
7422,750,,,,,
7423,615,,,,,
